fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,quality
6.8,0.218,0.359,4.83,0.043,23.0,111.5,0.99346,3.28,0.54,10.74,white,7
6.8,0.325,0.37,9.89,0.041,23.5,91.0,0.9943,3.27,0.45,11.54,white,3
6.3,0.227,0.225,17.04,0.053,43.5,147.0,0.9985,3.1,0.61,9.31,white,6
7.6,0.345,0.329,1.92,0.062,12.5,24.5,0.99485,3.25,0.73,11.44,red,7
7.2,0.57,0.049,2.32,0.081,16.0,35.5,0.99565,3.38,0.6,10.29,red,6
6.8,0.33,0.305,4.54,0.031,33.0,143.0,0.99157,3.35,0.49,12.27,white,7
7.2,0.657,0.004,2.02,0.08,6.5,23.5,0.99804,3.58,0.89,9.8,red,6
7.1,0.646,0.121,2.18,0.092,12.0,27.5,0.99657,3.49,0.62,10.2,red,7
7.2,0.348,0.16,5.86,0.044,10.0,117.0,0.99529,3.19,0.39,9.28,white,5
6.7,0.244,0.345,1.72,0.044,36.5,118.0,0.99299,3.33,0.61,10.23,white,8
6.5,0.443,0.249,6.98,0.062,8.5,139.0,0.99446,3.15,0.36,9.92,white,4
6.7,0.192,0.35,5.24,0.05,50.5,143.5,0.99272,3.12,0.51,11.0,white,7
6.9,0.36,0.34,9.24,0.04,36.5,128.5,0.99225,3.03,0.32,12.12,white,8
7.4,0.58,0.231,9.42,0.065,33.5,182.0,0.99716,3.06,0.55,9.18,white,6
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,white,8
7.1,0.611,0.221,1.62,0.055,25.0,159.5,0.99469,3.32,0.57,10.38,white,4
7.6,0.291,0.256,2.1,0.046,30.5,149.0,0.99305,3.28,0.56,10.57,white,6
7.0,0.271,0.31,4.86,0.048,43.0,200.5,0.99498,3.31,0.65,10.23,white,4
7.2,0.281,0.318,7.04,0.039,41.0,162.5,0.9948,3.33,0.59,10.64,white,7
6.9,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,9.2,white,6
6.9,0.304,0.403,1.94,0.027,28.0,100.0,0.99002,3.39,0.5,12.7,white,9
6.8,0.429,0.424,8.77,0.05,12.0,152.5,0.99735,3.32,0.47,9.55,white,6
6.5,0.448,0.118,1.51,0.026,13.0,115.0,0.99053,2.99,0.32,11.02,white,5
6.6,0.26,0.46,7.8,0.047,48.0,186.0,0.9958,3.2,0.54,9.1,white,5
6.0,0.334,0.305,2.52,0.033,34.0,133.0,0.98907,3.36,0.4,12.99,white,7
7.0,0.195,0.256,1.48,0.047,41.0,118.5,0.99368,3.52,0.67,10.5,white,7
5.9,0.23,0.24,3.8,0.038,61.0,152.0,0.99139,3.31,0.5,11.3,white,7
7.7,0.665,0.048,3.56,0.087,9.0,28.0,0.99756,3.38,0.48,9.24,red,4
6.6,0.274,0.311,13.81,0.039,47.5,138.5,0.99511,3.35,0.48,11.64,white,8
7.8,0.508,0.198,1.71,0.105,11.0,43.0,0.99649,3.18,0.92,9.5,red,5
6.8,0.444,0.322,1.41,0.023,23.5,118.0,0.98916,3.15,0.53,12.72,white,7
6.7,0.251,0.436,2.72,0.044,39.0,123.5,0.99292,3.45,0.45,10.69,white,8
6.2,0.24,0.316,1.38,0.033,18.5,80.5,0.99076,3.31,0.43,11.19,white,7
7.7,0.698,0.492,1.79,0.115,21.0,115.0,0.99682,3.21,0.71,9.29,red,5
6.4,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,white,8
8.2,0.288,0.481,1.02,0.043,27.5,117.0,0.99282,3.23,0.36,10.87,white,4
7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,white,5
6.7,0.249,0.304,18.74,0.045,40.0,142.5,1.00005,3.27,0.4,8.7,white,5
10.3,0.334,0.587,2.73,0.075,7.0,29.0,0.99938,3.21,0.78,9.74,red,5
6.8,0.312,0.386,1.89,0.026,27.5,98.5,0.98995,3.39,0.52,12.64,white,9
7.3,0.234,0.368,1.91,0.04,47.5,167.0,0.9908,3.26,0.4,12.15,white,8
6.6,0.58,0.3,5.1,0.057,30.0,123.0,0.9949,3.24,0.38,9.0,white,5
6.2,0.222,0.303,1.91,0.031,49.5,134.5,0.99031,3.39,0.63,12.38,white,8
6.2,0.504,0.451,11.58,0.052,25.5,184.5,0.99732,3.2,0.51,9.42,white,6
6.0,0.187,0.33,2.26,0.044,98.0,172.5,0.99072,3.3,0.82,11.68,white,8
6.0,0.212,0.377,1.65,0.045,24.0,92.0,0.99212,3.19,0.48,10.23,white,6
6.6,0.317,0.408,7.27,0.047,55.5,184.5,0.99524,3.22,0.46,9.51,white,5
7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,white,6
7.0,0.184,0.349,5.81,0.032,29.0,110.5,0.99385,3.22,0.49,10.8,white,6
6.5,0.162,0.292,3.09,0.032,14.0,92.5,0.9923,3.28,0.51,10.72,white,8
7.2,0.353,0.548,9.16,0.053,21.0,176.5,0.99588,3.14,0.61,9.78,white,6
6.7,0.205,0.313,5.82,0.041,30.5,91.0,0.99281,3.17,0.43,11.27,white,6
6.6,0.87,0.0,2.22,0.166,5.5,11.0,0.99568,3.51,0.51,10.55,red,5
7.2,0.313,0.275,3.33,0.031,5.0,41.5,0.99065,3.08,0.36,11.91,white,4
6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,white,6
6.6,0.366,0.268,6.07,0.084,4.5,45.0,0.99504,3.39,0.57,11.44,red,4
8.8,0.309,0.49,1.52,0.052,18.5,129.0,0.99528,3.12,0.34,9.4,white,5
7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.00169,2.96,0.58,8.7,white,6
5.4,0.478,0.035,1.45,0.055,9.0,93.0,0.99289,3.58,0.45,10.23,white,4
6.7,0.18,0.299,6.38,0.048,40.0,251.0,0.99559,3.29,0.52,10.0,white,5
6.3,0.344,0.318,4.04,0.034,18.0,84.5,0.99172,3.38,0.61,11.9,white,7
6.7,0.132,0.326,8.43,0.052,57.5,178.0,0.99644,3.31,0.46,8.93,white,5
10.1,0.305,0.266,2.1,0.075,15.5,34.0,0.99577,3.22,0.66,12.39,red,6
6.9,0.539,0.001,1.94,0.068,5.5,11.0,0.99458,3.37,0.48,10.65,red,4
5.7,0.365,0.369,1.31,0.037,9.0,73.5,0.99057,3.34,0.37,11.29,white,5
5.7,0.22,0.2,15.94,0.044,41.0,113.0,0.99861,3.22,0.46,8.91,white,6
7.3,0.236,0.344,7.59,0.024,15.5,96.0,0.99405,3.01,0.45,10.64,white,7
7.2,0.628,0.317,3.9,0.082,7.0,52.0,0.99685,3.36,0.59,9.79,red,5
5.1,0.464,0.147,6.88,0.031,35.5,142.0,0.99134,3.45,0.46,12.26,white,8
7.6,0.531,0.052,1.79,0.089,14.0,32.5,0.99508,3.33,0.54,10.7,red,6
7.8,0.397,0.345,1.92,0.061,11.0,21.5,0.99491,3.28,0.73,11.47,red,8
8.3,0.16,0.48,1.7,0.057,31.0,98.0,0.9943,3.15,0.41,10.3,white,6
7.8,0.249,0.302,7.56,0.044,53.0,176.5,0.99544,3.13,0.54,9.91,white,5
8.6,0.29,0.425,9.15,0.031,34.5,123.0,0.99538,3.22,0.44,10.92,white,9
6.7,0.316,0.083,1.45,0.036,56.0,150.5,0.99234,3.15,0.42,9.87,white,5
7.4,0.23,0.25,1.4,0.049,43.0,141.0,0.9934,3.42,0.54,10.2,white,7
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,white,7
6.4,0.271,0.409,7.95,0.042,54.0,204.5,0.99567,3.17,0.47,9.26,white,5
5.8,0.265,0.425,4.75,0.052,53.0,149.5,0.99363,3.21,0.83,10.32,white,6
6.2,0.334,0.204,5.5,0.041,21.5,140.0,0.99406,3.1,0.59,9.71,white,5
7.0,0.257,0.327,11.19,0.053,45.5,127.5,0.99676,3.13,0.54,9.87,white,6
9.8,0.517,0.198,3.06,0.08,9.5,34.5,0.99848,3.22,0.58,10.45,red,6
5.5,0.235,0.325,1.39,0.042,31.0,122.0,0.99046,3.35,0.6,11.56,white,6
6.4,0.29,0.315,2.18,0.04,43.5,146.0,0.98989,3.32,0.44,12.55,white,7
9.6,0.259,0.665,10.56,0.052,33.5,198.5,0.9978,3.07,0.4,10.03,white,4
9.0,0.311,0.369,0.97,0.039,19.5,68.5,0.99247,2.93,0.3,10.31,white,4
6.6,0.206,0.306,1.25,0.039,28.0,88.5,0.99236,3.39,0.55,10.42,white,7
6.1,0.257,0.515,3.92,0.047,58.5,161.0,0.99343,3.12,0.64,10.01,white,5
6.6,0.356,0.3,1.6,0.022,24.5,86.0,0.98965,3.41,0.6,12.43,white,9
7.2,0.28,0.545,14.98,0.054,34.5,135.0,0.99766,3.05,0.59,9.83,white,6
5.6,0.32,0.436,4.86,0.029,24.5,171.5,0.99196,3.49,0.48,11.56,white,7
7.8,0.288,0.371,5.93,0.042,40.5,159.0,0.99395,3.3,0.4,11.11,white,8
6.3,0.352,0.256,1.16,0.042,14.0,72.0,0.99275,3.21,0.35,9.63,white,5
6.6,0.166,0.326,1.47,0.037,47.0,173.5,0.99079,3.34,0.62,12.11,white,8
6.8,0.196,0.211,4.8,0.051,25.0,93.0,0.99332,3.0,0.38,9.67,white,6
10.3,0.63,0.484,2.09,0.075,9.0,37.0,0.99948,3.33,0.59,9.27,red,3
7.0,0.205,0.31,2.31,0.038,24.0,123.0,0.99378,3.33,0.62,10.15,white,4
6.1,0.205,0.27,1.79,0.04,27.0,93.5,0.99096,3.27,0.53,11.15,white,6
6.6,0.227,0.295,1.95,0.042,14.5,91.0,0.99189,3.24,0.67,10.63,white,8
8.0,0.466,0.337,13.86,0.05,28.5,256.0,0.99774,3.11,0.55,11.19,white,3
6.5,0.153,0.436,12.73,0.051,63.5,155.0,0.99686,3.26,0.7,10.3,white,7
5.9,0.2,0.28,12.8,0.038,29.0,132.0,0.99426,3.31,0.57,11.8,white,7
7.3,0.19,0.271,13.9,0.057,45.0,155.5,0.99808,2.94,0.41,8.8,white,8
6.8,0.19,0.346,1.31,0.032,20.0,79.5,0.99011,3.08,0.63,12.11,white,7
6.9,0.314,0.259,16.51,0.047,32.0,154.0,0.99844,3.08,0.55,9.48,white,5
6.3,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,3.27,0.43,11.8,white,6
6.8,0.655,0.08,2.61,0.057,25.0,116.0,0.99285,3.16,0.36,10.42,white,4
7.2,0.405,0.368,1.39,0.042,35.0,112.5,0.99096,3.38,0.49,12.69,white,8
7.0,0.268,0.318,7.51,0.041,35.5,169.0,0.99674,3.37,0.41,9.32,white,5
6.2,0.291,0.287,3.18,0.035,24.5,99.5,0.99101,3.32,0.4,11.64,white,7
8.0,0.314,0.397,7.5,0.027,42.0,121.5,0.99353,3.24,0.41,11.51,white,9
6.7,0.207,0.309,6.6,0.032,40.5,124.0,0.99309,3.04,0.51,10.84,white,6
6.1,0.143,0.308,1.22,0.048,27.5,82.5,0.99088,3.32,0.44,10.9,white,7
6.7,0.406,0.191,2.56,0.044,19.5,77.0,0.99349,3.15,0.38,9.29,white,6
11.5,0.203,0.529,3.6,0.096,5.5,24.0,0.9993,3.25,0.97,10.1,red,6
5.9,0.254,0.322,1.32,0.032,40.0,115.0,0.98869,3.08,0.64,12.89,white,7
7.1,0.441,0.39,1.15,0.04,34.5,106.5,0.99066,3.38,0.46,12.72,white,8
8.5,0.291,0.412,8.53,0.032,27.0,115.0,0.99532,3.25,0.49,10.87,white,9
6.1,0.342,0.21,5.03,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,white,5
8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.99724,3.17,0.49,10.1,white,6
7.3,0.17,0.36,8.2,0.028,44.0,111.0,0.99272,3.14,0.41,12.4,white,6
7.0,0.352,0.357,8.12,0.031,11.0,45.0,0.99272,3.27,0.39,12.0,white,3
6.8,0.309,0.189,3.53,0.086,30.0,129.5,0.993,2.83,0.44,9.6,white,5
8.2,0.211,0.355,10.11,0.038,29.0,172.0,0.99679,3.06,0.48,9.96,white,3
9.8,0.354,0.403,1.57,0.068,4.0,8.5,0.99492,3.2,0.56,11.42,red,7
6.5,0.262,0.338,1.4,0.04,25.0,183.5,0.99216,3.29,0.46,10.7,white,5
8.5,0.374,0.479,2.74,0.074,11.0,27.0,0.99601,3.28,0.78,12.66,red,8
7.4,0.19,0.299,12.83,0.053,48.5,229.0,0.99861,3.14,0.49,9.1,white,7
7.0,0.24,0.34,18.18,0.05,42.0,144.0,0.99994,3.27,0.39,8.67,white,5
7.7,0.41,0.254,10.79,0.032,39.5,157.0,0.99487,3.13,0.42,11.12,white,7
7.2,0.278,0.31,2.09,0.036,53.0,161.5,0.99052,3.31,0.46,12.43,white,7
6.8,0.329,0.311,7.4,0.045,34.0,143.0,0.99228,3.06,0.55,12.2,white,6
6.6,0.226,0.294,2.05,0.035,23.0,93.5,0.99134,3.28,0.53,11.47,white,5
8.0,0.662,0.0,2.15,0.074,14.5,25.5,0.99668,3.32,0.58,10.0,red,6
7.3,0.477,0.155,3.29,0.077,16.0,38.0,0.99663,3.4,0.52,9.47,red,4
8.1,0.28,0.39,1.9,0.029,18.0,79.0,0.9923,3.23,0.52,11.8,white,6
9.1,0.817,0.299,2.13,0.066,16.0,48.5,0.99858,3.29,0.56,9.42,red,3
6.6,0.199,0.331,1.4,0.044,29.0,133.0,0.99232,3.35,0.53,10.73,white,7
6.2,0.483,0.177,2.11,0.062,25.5,48.0,0.99277,3.61,0.74,13.44,red,8
8.2,0.304,0.48,3.32,0.125,9.5,22.0,0.99458,3.24,0.69,12.21,red,7
7.2,0.191,0.391,1.18,0.036,32.0,85.5,0.99182,3.16,0.5,10.5,white,5
7.2,0.148,0.307,11.95,0.039,34.5,114.5,0.99543,3.09,0.51,10.94,white,7
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,white,5
7.1,0.164,0.359,1.4,0.049,22.5,161.0,0.99368,3.47,0.49,10.25,white,5
7.0,0.299,0.317,14.08,0.06,41.0,189.0,0.99831,3.04,0.56,9.25,white,7
7.3,0.253,0.314,1.88,0.038,24.0,98.5,0.99241,3.23,0.64,10.4,white,8
8.0,0.235,0.313,1.33,0.041,13.0,106.0,0.99432,3.22,0.38,9.93,white,4
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,red,5
7.1,0.137,0.4,1.21,0.05,54.5,135.5,0.99319,3.3,0.96,9.8,white,7
7.5,0.205,0.416,8.04,0.045,31.5,158.5,0.9965,3.17,0.55,9.09,white,7
6.5,0.279,0.328,4.13,0.05,23.0,124.5,0.99175,3.23,0.45,11.9,white,7
6.8,0.302,0.426,7.16,0.044,50.0,173.0,0.99585,3.19,0.46,9.04,white,5
6.9,0.277,0.345,6.91,0.054,40.0,173.0,0.9954,3.38,0.59,10.82,white,7
7.6,0.277,0.241,13.76,0.06,25.0,150.5,0.99847,3.11,0.48,9.5,white,4
7.5,0.228,0.298,7.58,0.083,35.0,161.5,0.99461,3.21,0.37,10.78,white,8
7.6,0.288,0.229,1.21,0.049,10.5,77.5,0.99437,3.29,0.41,9.73,white,4
7.7,0.496,0.25,7.62,0.042,15.0,90.5,0.99591,3.21,0.36,9.98,white,4
7.2,0.238,0.278,1.64,0.037,31.0,122.5,0.99202,3.35,0.5,10.88,white,8
9.9,0.982,0.449,1.44,0.048,34.0,184.0,0.99665,3.04,0.48,10.14,white,4
6.2,0.272,0.282,2.8,0.049,21.5,144.0,0.99393,3.24,0.66,10.38,white,6
5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,white,5
6.1,0.218,0.276,13.0,0.052,58.0,158.5,0.9975,3.3,0.43,9.17,white,5
6.7,0.355,0.342,15.1,0.049,22.5,163.0,0.99919,3.26,0.57,9.14,white,5
7.3,0.326,0.412,4.82,0.041,15.5,57.5,0.99099,3.03,0.4,12.41,white,4
7.2,0.242,0.38,15.13,0.047,52.0,182.5,0.99978,3.33,0.62,8.86,white,6
6.8,0.211,0.269,18.05,0.043,41.0,145.5,1.0001,3.3,0.36,8.71,white,5
7.3,0.259,0.227,1.55,0.053,17.0,132.5,0.99345,3.13,0.43,9.69,white,5
7.1,0.435,0.363,1.99,0.04,32.5,112.0,0.99087,3.35,0.51,12.7,white,8
6.2,0.277,0.294,3.34,0.038,32.5,143.5,0.98959,3.17,0.36,12.66,white,7
6.7,0.19,0.276,10.31,0.038,29.0,121.5,0.9945,3.11,0.45,10.7,white,7
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,red,5
6.3,0.165,0.328,1.57,0.039,69.0,179.0,0.9905,3.36,0.75,12.14,white,8
6.4,0.296,0.18,2.36,0.04,6.5,76.5,0.9923,3.32,0.43,10.97,white,4
6.3,0.373,0.273,3.53,0.034,15.0,83.5,0.98989,3.23,0.51,12.97,white,6
7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,3.18,0.59,10.5,white,5
8.7,0.231,0.3,8.75,0.038,106.5,206.5,0.99413,2.95,0.39,10.81,white,3
6.2,0.309,0.196,9.33,0.037,29.5,123.0,0.99553,3.29,0.46,9.84,white,6
8.7,0.321,0.456,0.93,0.037,12.0,49.0,0.99195,2.98,0.34,10.5,white,4
6.1,0.374,0.295,3.25,0.025,25.5,94.0,0.99,3.25,0.38,12.78,white,8
6.8,0.466,0.21,2.79,0.08,8.5,30.5,0.99582,3.38,0.44,9.26,red,4
6.6,0.244,0.292,1.22,0.036,17.0,123.5,0.99084,3.28,0.44,11.47,white,5
6.7,0.201,0.338,2.01,0.039,36.5,140.0,0.99286,3.39,0.67,10.96,white,8
6.9,0.358,0.242,1.71,0.044,131.5,258.0,0.99374,3.41,0.51,10.13,white,3
8.2,0.32,0.336,2.71,0.064,4.0,11.5,0.99449,3.31,0.75,12.81,red,7
7.3,0.461,0.218,3.88,0.05,132.5,292.5,0.99312,3.21,0.39,10.84,white,3
6.7,0.148,0.291,5.01,0.057,29.0,106.0,0.99452,3.5,0.44,10.19,white,7
6.0,0.194,0.27,7.05,0.036,32.5,125.5,0.99501,3.47,0.43,10.03,white,6
7.5,0.332,0.332,2.08,0.036,6.5,44.0,0.99057,3.15,0.4,11.99,white,6
6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,white,6
7.2,0.463,0.283,2.06,0.077,10.5,31.0,0.99371,3.34,0.55,11.96,red,6
6.1,0.231,0.316,3.01,0.03,29.5,83.0,0.9901,3.24,0.68,12.4,white,8
7.8,0.317,0.52,16.73,0.052,39.5,255.0,1.00004,2.98,0.58,8.74,white,5
7.3,0.588,0.018,2.54,0.077,12.0,36.5,0.99545,3.35,0.59,10.8,red,6
7.6,0.257,0.355,7.31,0.038,20.5,66.5,0.99391,2.96,0.5,10.79,white,5
7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,white,6
8.2,0.494,0.659,18.42,0.039,50.0,196.5,1.00012,2.97,0.71,9.53,white,5
6.9,0.345,0.237,1.79,0.027,32.0,104.5,0.99021,3.34,0.56,12.76,white,6
5.8,0.17,0.36,1.3,0.036,11.0,70.0,0.99202,3.43,0.68,10.4,white,7
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,red,6
6.8,0.269,0.332,6.76,0.039,33.5,118.5,0.99154,3.0,0.35,12.04,white,8
8.6,0.232,0.489,9.86,0.046,44.0,191.0,0.99845,3.32,0.46,10.12,white,6
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,red,6
6.9,0.281,0.431,2.43,0.031,11.0,103.0,0.99122,3.38,0.38,12.02,white,3
6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,3.42,0.57,9.4,red,5
6.2,0.159,0.378,1.26,0.04,62.5,143.0,0.99057,3.15,0.74,11.38,white,7
6.5,0.271,0.306,3.08,0.035,29.5,134.0,0.98971,3.16,0.37,12.68,white,7
9.1,0.442,0.335,4.67,0.072,4.5,11.5,0.99654,3.3,0.54,11.18,red,4
8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.4666666666667,white,6
12.4,0.492,0.492,3.88,0.07,22.0,44.5,0.99803,3.05,0.58,9.76,red,4
7.0,0.253,0.358,2.92,0.038,19.0,67.0,0.99056,3.09,0.39,12.1,white,4
6.7,0.254,0.325,3.74,0.029,33.5,133.5,0.99242,3.21,0.41,10.6,white,6
7.3,0.19,0.27,13.89,0.057,45.0,155.0,0.99805,2.94,0.41,8.79,white,8
7.1,0.255,0.369,14.06,0.056,49.5,191.5,0.99789,2.98,0.5,9.1,white,7
7.7,0.194,0.33,14.21,0.055,51.0,198.0,0.99935,3.17,0.52,8.88,white,8
7.1,0.176,0.335,1.46,0.043,19.5,81.0,0.99244,3.37,0.41,10.97,white,7
6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.9884,3.19,0.33,13.4,white,6
6.9,0.262,0.296,5.89,0.042,39.0,176.0,0.99461,3.26,0.59,10.46,white,6
6.6,0.46,0.49,7.4,0.052,19.0,184.0,0.9956,3.11,0.38,9.0,white,5
5.8,0.273,0.3,1.86,0.036,32.5,116.5,0.98964,3.46,0.49,12.63,white,7
5.0,0.336,0.038,6.09,0.033,38.0,172.0,0.99371,3.34,0.64,10.0,white,5
6.7,0.342,0.325,1.71,0.023,25.0,90.0,0.98979,3.4,0.58,12.49,white,9
10.5,0.74,0.485,2.74,0.08,9.0,38.5,0.99969,3.35,0.56,9.45,red,3
7.3,0.317,0.333,1.74,0.042,25.0,178.0,0.99405,3.36,0.51,10.23,white,4
8.5,0.242,0.49,1.83,0.056,12.5,127.5,0.99444,3.15,0.46,10.28,white,5
7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1,white,7
6.3,0.604,0.463,12.83,0.05,44.0,200.5,0.99764,3.19,0.49,9.25,white,6
5.9,0.35,0.47,2.2,0.11,14.0,138.0,0.9932,3.09,0.5,9.1,white,5
8.5,0.19,0.347,1.1,0.037,32.5,100.0,0.99236,2.91,0.36,10.23,white,4
5.7,0.246,0.325,2.62,0.04,14.0,78.0,0.98997,3.05,0.42,11.64,white,7
7.3,0.219,0.37,14.33,0.063,48.0,190.5,0.99783,2.89,0.38,9.0,white,6
5.7,0.146,0.303,1.07,0.038,26.5,130.0,0.99179,3.25,0.45,9.9,white,5
7.4,0.564,0.095,2.49,0.085,14.5,29.5,0.99591,3.32,0.59,10.19,red,6
6.6,0.345,0.213,1.92,0.048,44.5,172.5,0.99312,3.15,0.49,9.6,white,5
6.0,0.413,0.244,3.56,0.066,59.0,196.0,0.99409,3.28,0.52,9.52,white,4
7.6,0.497,0.295,2.3,0.085,6.0,15.5,0.99487,3.32,0.62,11.59,red,6
6.4,0.216,0.254,7.59,0.053,46.5,173.5,0.99507,3.11,0.5,9.53,white,5
6.8,0.238,0.38,8.3,0.044,50.0,183.5,0.99579,3.15,0.5,9.49,white,6
7.4,0.248,0.361,13.44,0.058,51.0,195.5,0.99765,3.01,0.45,9.06,white,5
6.5,0.305,0.229,9.05,0.048,93.0,191.5,0.99472,3.16,0.41,10.01,white,6
6.7,0.21,0.37,2.5,0.034,35.0,89.0,0.9913,3.25,0.5,11.0,white,7
6.8,0.277,0.327,7.58,0.037,34.5,122.5,0.99169,3.01,0.36,12.1,white,8
5.6,0.266,0.389,6.19,0.033,34.0,111.0,0.99134,3.23,0.43,12.19,white,7
7.0,0.13,0.3,9.64,0.042,41.0,102.0,0.99522,3.18,0.4,10.01,white,8
8.0,0.286,0.311,1.89,0.037,29.0,126.0,0.99142,2.91,0.32,11.21,white,6
6.5,0.239,0.341,7.62,0.023,60.5,180.5,0.99346,3.32,0.38,11.35,white,8
5.8,0.179,0.353,1.67,0.044,92.5,164.5,0.99028,3.34,0.91,11.76,white,8
7.4,0.422,0.328,2.04,0.078,15.5,54.5,0.99719,3.44,0.64,9.34,red,5
7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,white,6
6.4,0.365,0.304,2.29,0.034,38.5,103.0,0.98905,3.23,0.53,13.3,white,7
5.8,0.315,0.27,1.55,0.026,15.0,70.0,0.98994,3.37,0.4,11.9,white,8
10.0,0.516,0.421,2.15,0.074,22.5,51.5,0.99771,3.18,0.72,11.46,red,6
5.8,0.171,0.34,1.8,0.045,96.0,170.0,0.99035,3.38,0.9,11.8,white,8
7.6,0.262,0.479,4.46,0.033,30.0,116.0,0.99209,3.32,0.43,12.23,white,9
6.1,0.273,0.249,2.85,0.047,281.0,433.0,0.99311,3.43,0.63,10.52,white,3
7.4,0.774,0.187,2.08,0.095,20.5,75.0,0.99567,3.15,0.46,9.31,red,5
6.9,0.257,0.283,1.9,0.044,32.0,115.0,0.99254,3.39,0.56,10.7,white,8
7.5,0.275,0.326,7.74,0.041,37.5,149.5,0.99392,3.26,0.36,11.24,white,8
6.6,0.336,0.276,4.17,0.052,29.5,132.5,0.99157,3.29,0.49,12.46,white,8
7.0,0.574,0.021,2.0,0.072,17.0,26.0,0.99577,3.36,0.61,10.23,red,5
7.5,0.493,0.369,1.92,0.077,25.5,82.0,0.99707,3.4,0.58,9.03,red,5
7.1,0.34,0.28,1.99,0.082,31.0,68.5,0.99692,3.45,0.48,9.4,red,5
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,red,5
6.8,0.343,0.453,7.31,0.053,30.5,159.5,0.99575,3.11,0.43,9.54,white,5
6.3,0.24,0.22,1.8,0.054,48.0,107.0,0.9942,3.36,0.49,9.7,red,5
7.2,0.261,0.424,6.75,0.026,26.5,121.0,0.99247,3.03,0.34,11.45,white,8
6.9,0.188,0.325,6.38,0.045,21.0,108.5,0.99396,3.1,0.47,10.63,white,5
6.5,0.378,0.304,2.67,0.033,14.5,96.5,0.98908,3.02,0.37,12.47,white,6
6.5,0.294,0.502,6.35,0.034,33.0,112.0,0.99129,3.19,0.59,12.4,white,8
6.4,0.62,0.438,1.99,0.031,28.0,86.0,0.98965,3.31,0.45,12.76,white,8
7.2,1.049,0.08,3.8,0.084,10.0,22.0,0.99578,3.55,0.57,11.2,red,4
7.6,0.39,0.22,2.8,0.036,19.0,113.0,0.9926,3.03,0.29,10.2,white,5
9.8,0.467,0.289,2.37,0.069,20.0,125.0,0.99491,2.87,0.47,9.92,white,6
8.9,0.269,0.454,9.79,0.035,28.0,123.0,0.99634,3.22,0.46,10.64,white,9
7.5,0.511,0.02,1.72,0.084,13.0,31.0,0.99543,3.36,0.54,10.48,red,6
6.6,0.279,0.42,8.17,0.044,59.5,196.5,0.99563,3.14,0.48,9.38,white,5
7.2,0.234,0.383,13.98,0.056,46.0,194.0,0.99805,2.99,0.48,8.98,white,7
7.5,0.348,0.35,2.31,0.072,9.0,24.5,0.99487,3.36,0.6,11.79,red,6
6.9,0.174,0.293,9.87,0.055,49.5,184.0,0.99769,3.38,0.39,9.63,white,6
7.5,0.33,0.32,11.1,0.036,25.0,119.0,0.9962,3.15,0.34,10.5,white,6
7.6,0.244,0.338,7.39,0.038,10.5,117.5,0.99402,3.03,0.37,10.53,white,5
6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.89,12.3,red,7
6.9,0.24,0.321,1.65,0.047,24.5,157.0,0.99354,3.3,0.58,10.02,white,4
6.0,0.17,0.29,9.7,0.044,33.0,98.0,0.99536,3.12,0.36,9.2,white,6
9.0,0.579,0.371,5.61,0.063,34.5,235.0,0.99775,3.18,0.45,9.21,white,3
